<scaninformation>
	date=31.03.2016
	starttime=20:49:25
	compass=54.4
	tilt=0.0
	lat=11.981426
	long=-86.181463
	alt=382.985
	volcano=masaya
	site=caracol
	observatory=ineter
	serial=D2J2124
	spectrometer=S2000
	channel=0
	coneangle=90.0
	interlacesteps=1
	startchannel=0
	spectrumlength=2048
	flux=11.83
	battery=12.80
	temperature=38.97
	mode=plume
	instrumenttype=gothenburg
	version=2.2
	softwareversion=2.00
	compiledate=Oct  2 2009
</scaninformation>
<fluxinfo>
	flux=11.8345
	windspeed=10.0000
	winddirection=54.4000
	plumeheight=253.46
	windspeedsource=default
	winddirectionsource=default
	plumeheightsource=default
	compasssource=user
	plumecompleteness=1.00
	plumecentre=-4.34
	plumeedge1=-57.00
	plumeedge2=50.00
</fluxinfo>
#scanangle	starttime	stoptime	name	specsaturation	fitsaturation	counts_ms	delta	chisquare	exposuretime	numspec	column(O3)	columnerror(O3)	shift(O3)	shifterror(O3)	squeeze(O3)	squeezeerror(O3)	column(SO2)	columnerror(SO2)	shift(SO2)	shifterror(SO2)	squeeze(SO2)	squeezeerror(SO2)	column(RING)	columnerror(RING)	shift(RING)	shifterror(RING)	squeeze(RING)	squeezeerror(RING)	isgoodpoint	offset	flag
<spectraldata>
0	20:49:25	20:49:30	sky	0.65	0.19	136.47	0.00e+000	0.00e+000	261	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	4322	0
180	20:50:01	20:50:06	dark	0.15	0.09	19.24	0.00e+000	0.00e+000	261	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	4330	0
-90	20:50:21	20:50:26	scan	0.15	0.09	19.78	5.98e+000	6.77e+001	261	15	2537.69	7657.84	0.00	0.00	1.00	0.00	2201.20	886.34	0.00	0.00	1.00	0.00	-0.38	0.30	0.00	0.00	1.00	0.00	0	4322	0
-86	20:50:26	20:50:31	scan	0.17	0.09	23.44	3.45e+000	2.88e+001	261	15	-259.45	4993.98	0.00	0.00	1.00	0.00	-260.57	578.02	0.00	0.00	1.00	0.00	-0.20	0.20	0.00	0.00	1.00	0.00	0	4318	0
-82	20:50:32	20:50:36	scan	0.17	0.09	23.86	1.61e+000	7.78e+000	261	15	216.46	2595.95	0.00	0.00	1.00	0.00	-562.83	300.46	0.00	0.00	1.00	0.00	0.06	0.10	0.00	0.00	1.00	0.00	0	4322	0
-79	20:50:37	20:50:42	scan	0.16	0.09	21.59	2.18e+000	8.77e+000	261	15	-513.45	2756.25	0.00	0.00	1.00	0.00	-709.22	319.02	0.00	0.00	1.00	0.00	-0.06	0.11	0.00	0.00	1.00	0.00	0	4318	0
-75	20:50:43	20:50:47	scan	0.16	0.09	21.19	1.32e+000	4.08e+000	261	15	-416.33	1880.55	0.00	0.00	1.00	0.00	-802.37	217.66	0.00	0.00	1.00	0.00	-1.75e-002	7.46e-002	0.00	0.00	1.00	0.00	0	4311	0
-72	20:50:48	20:50:53	scan	0.17	0.09	22.51	1.79e+000	4.39e+000	261	15	457.74	1949.89	0.00	0.00	1.00	0.00	-385.89	225.68	0.00	0.00	1.00	0.00	-0.06	0.08	0.00	0.00	1.00	0.00	0	4317	0
-68	20:50:53	20:50:58	scan	0.18	0.09	26.67	9.96e-001	2.23e+000	261	15	1387.94	1391.43	0.00	0.00	1.00	0.00	-386.75	161.05	0.00	0.00	1.00	0.00	-2.81e-002	5.52e-002	0.00	0.00	1.00	0.00	0	4321	0
-64	20:50:59	20:51:03	scan	0.20	0.09	29.46	5.91e-001	1.02e+000	261	15	90.18	942.25	0.00	0.00	1.00	0.00	-41.87	109.06	0.00	0.00	1.00	0.00	3.25e-002	3.74e-002	0.00	0.00	1.00	0.00	0	4315	0
-61	20:51:04	20:51:09	scan	0.21	0.09	32.57	4.55e-001	6.25e-001	261	15	-163.18	736.22	0.00	0.00	1.00	0.00	-111.48	85.21	0.00	0.00	1.00	0.00	3.99e-002	2.92e-002	0.00	0.00	1.00	0.00	0	4317	0
-57	20:51:09	20:51:14	scan	0.23	0.10	36.81	2.83e-001	3.01e-001	261	15	301.29	510.84	0.00	0.00	1.00	0.00	-165.54	59.13	0.00	0.00	1.00	0.00	2.04e-002	2.03e-002	0.00	0.00	1.00	0.00	1	4315	0
-54	20:51:15	20:51:19	scan	0.26	0.11	45.27	1.45e-001	9.40e-002	261	15	370.38	285.39	0.00	0.00	1.00	0.00	-71.98	33.03	0.00	0.00	1.00	0.00	5.42e-003	1.13e-002	0.00	0.00	1.00	0.00	1	4322	0
-50	20:51:20	20:51:25	scan	0.33	0.12	60.75	1.22e-001	5.59e-002	261	15	256.60	220.20	0.00	0.00	1.00	0.00	-0.65	25.49	0.00	0.00	1.00	0.00	2.77e-002	8.74e-003	0.00	0.00	1.00	0.00	1	4324	0
-46	20:51:25	20:51:30	scan	0.38	0.14	73.67	8.89e-002	3.80e-002	261	15	295.16	181.40	0.00	0.00	1.00	0.00	17.18	21.00	0.00	0.00	1.00	0.00	1.49e-002	7.20e-003	0.00	0.00	1.00	0.00	1	4319	0
-43	20:51:31	20:51:35	scan	0.43	0.14	84.60	8.36e-002	4.02e-002	261	15	226.75	186.72	0.00	0.00	1.00	0.00	-1.91	21.61	0.00	0.00	1.00	0.00	9.81e-003	7.41e-003	0.00	0.00	1.00	0.00	1	4312	0
-39	20:51:36	20:51:41	scan	0.46	0.15	92.68	8.38e-002	2.77e-002	261	15	278.25	154.81	0.00	0.00	1.00	0.00	46.79	17.92	0.00	0.00	1.00	0.00	1.29e-002	6.14e-003	0.00	0.00	1.00	0.00	1	4322	0
-36	20:51:41	20:51:46	scan	0.49	0.16	99.40	6.06e-002	1.89e-002	261	15	184.49	127.94	0.00	0.00	1.00	0.00	40.16	14.81	0.00	0.00	1.00	0.00	1.09e-002	5.08e-003	0.00	0.00	1.00	0.00	1	4321	0
-32	20:51:47	20:51:51	scan	0.51	0.16	103.25	7.99e-002	2.26e-002	261	15	159.35	140.08	0.00	0.00	1.00	0.00	-31.62	16.21	0.00	0.00	1.00	0.00	5.32e-003	5.56e-003	0.00	0.00	1.00	0.00	1	4319	0
-28	20:51:52	20:51:57	scan	0.53	0.17	107.03	6.56e-002	1.90e-002	261	15	329.76	128.45	0.00	0.00	1.00	0.00	-37.91	14.87	0.00	0.00	1.00	0.00	5.14e-003	5.10e-003	0.00	0.00	1.00	0.00	1	4317	0
-25	20:51:57	20:52:02	scan	0.53	0.17	109.23	5.97e-002	1.82e-002	261	15	238.34	125.56	0.00	0.00	1.00	0.00	-1.63	14.53	0.00	0.00	1.00	0.00	4.05e-003	4.98e-003	0.00	0.00	1.00	0.00	1	4324	0
-21	20:52:03	20:52:07	scan	0.54	0.17	111.03	7.67e-002	2.63e-002	261	15	109.10	150.94	0.00	0.00	1.00	0.00	97.79	17.47	0.00	0.00	1.00	0.00	5.74e-003	5.99e-003	0.00	0.00	1.00	0.00	1	4313	0
-18	20:52:08	20:52:13	scan	0.56	0.17	114.09	5.94e-002	2.29e-002	261	15	47.17	140.92	0.00	0.00	1.00	0.00	144.37	16.31	0.00	0.00	1.00	0.00	5.13e-003	5.59e-003	0.00	0.00	1.00	0.00	1	4322	0
-14	20:52:13	20:52:18	scan	0.58	0.18	119.75	7.95e-002	2.34e-002	261	15	-149.24	142.43	0.00	0.00	1.00	0.00	211.65	16.49	0.00	0.00	1.00	0.00	-1.89e-003	5.65e-003	0.00	0.00	1.00	0.00	1	4317	0
