<scaninformation>
	date=31.03.2016
	starttime=20:49:25
	compass=54.4
	tilt=0.0
	lat=11.981426
	long=-86.181463
	alt=382.985
	volcano=masaya
	site=caracol
	observatory=ineter
	serial=D2J2124
	spectrometer=S2000
	channel=0
	coneangle=90.0
	interlacesteps=1
	startchannel=0
	spectrumlength=2048
	flux=11.83
	battery=12.80
	temperature=38.97
	mode=plume
	instrumenttype=gothenburg
	version=2.2
	softwareversion=2.00
	compiledate=Oct  2 2009
</scaninformation>
<fluxinfo>
	flux=11.8345
	windspeed=10.0000
	winddirection=54.4000
	plumeheight=253.46
	windspeedsource=default
	winddirectionsource=default
	plumeheightsource=default
	compasssource=user
	plumecompleteness=1.00
	plumecentre=-4.34
	plumeedge1=-57.00
	plumeedge2=50.00
</fluxinfo>
#scanangle	starttime	stoptime	name	specsaturation	fitsaturation	counts_ms	delta	chisquare	exposuretime	numspec	column(O3)	columnerror(O3)	shift(O3)	shifterror(O3)	squeeze(O3)	squeezeerror(O3)	column(SO2)	columnerror(SO2)	shift(SO2)	shifterror(SO2)	squeeze(SO2)	squeezeerror(SO2)	column(RING)	columnerror(RING)	shift(RING)	shifterror(RING)	squeeze(RING)	squeezeerror(RING)	isgoodpoint	offset	flag
<spectraldata>
-10	20:52:19	20:52:23	scan	0.61	0.18	126.94	9.78e-002	2.99e-002	261	15	-65.60	160.87	0.00	0.00	1.00	0.00	229.69	18.62	0.00	0.00	1.00	0.00	1.16e-003	6.38e-003	0.00	0.00	1.00	0.00	1	4322	0
-7	20:52:24	20:52:29	scan	0.65	0.19	136.52	9.10e-002	3.23e-002	261	15	-183.58	167.32	0.00	0.00	1.00	0.00	247.12	19.37	0.00	0.00	1.00	0.00	-8.70e-003	6.64e-003	0.00	0.00	1.00	0.00	1	4319	0
-3	20:52:29	20:52:34	scan	0.70	0.19	147.33	9.02e-002	2.81e-002	261	15	-447.38	156.00	0.00	0.00	1.00	0.00	258.29	18.06	0.00	0.00	1.00	0.00	-4.34e-003	6.19e-003	0.00	0.00	1.00	0.00	1	4321	0
0	20:52:35	20:52:39	scan	0.73	0.20	156.24	7.67e-002	2.49e-002	261	15	-87.07	146.93	0.00	0.00	1.00	0.00	198.26	17.01	0.00	0.00	1.00	0.00	-1.18e-002	5.83e-003	0.00	0.00	1.00	0.00	1	4324	0
3	20:52:40	20:52:45	scan	0.78	0.20	166.95	7.00e-002	2.55e-002	261	15	-206.50	148.63	0.00	0.00	1.00	0.00	209.68	17.20	0.00	0.00	1.00	0.00	-1.97e-002	5.90e-003	0.00	0.00	1.00	0.00	1	4318	0
7	20:52:45	20:52:50	scan	0.80	0.21	172.49	8.62e-002	2.84e-002	261	15	-225.78	156.82	0.00	0.00	1.00	0.00	206.87	18.15	0.00	0.00	1.00	0.00	-1.50e-002	6.22e-003	0.00	0.00	1.00	0.00	1	4309	0
10	20:52:51	20:52:55	scan	0.81	0.21	174.25	9.70e-002	3.45e-002	261	15	-405.89	172.95	0.00	0.00	1.00	0.00	227.53	20.02	0.00	0.00	1.00	0.00	-1.61e-002	6.86e-003	0.00	0.00	1.00	0.00	1	4316	0
14	20:52:56	20:53:01	scan	0.81	0.21	174.74	6.86e-002	2.39e-002	261	15	-270.71	144.04	0.00	0.00	1.00	0.00	217.17	16.67	0.00	0.00	1.00	0.00	-1.74e-002	5.72e-003	0.00	0.00	1.00	0.00	1	4316	0
18	20:53:01	20:53:06	scan	0.80	0.21	171.56	7.42e-002	1.99e-002	261	15	-151.34	131.23	0.00	0.00	1.00	0.00	191.30	15.19	0.00	0.00	1.00	0.00	-1.51e-002	5.21e-003	0.00	0.00	1.00	0.00	1	4324	0
21	20:53:07	20:53:11	scan	0.76	0.20	161.73	8.21e-002	2.31e-002	261	15	-31.09	141.50	0.00	0.00	1.00	0.00	184.12	16.38	0.00	0.00	1.00	0.00	-1.54e-002	5.62e-003	0.00	0.00	1.00	0.00	1	4315	0
25	20:53:12	20:53:17	scan	0.72	0.20	153.83	9.27e-002	2.53e-002	261	15	-88.16	147.96	0.00	0.00	1.00	0.00	172.46	17.13	0.00	0.00	1.00	0.00	-1.46e-002	5.87e-003	0.00	0.00	1.00	0.00	1	4321	0
28	20:53:17	20:53:22	scan	0.71	0.20	151.16	8.21e-002	2.22e-002	261	15	-74.21	138.70	0.00	0.00	1.00	0.00	128.57	16.05	0.00	0.00	1.00	0.00	-1.05e-002	5.50e-003	0.00	0.00	1.00	0.00	1	4322	0
32	20:53:23	20:53:27	scan	0.67	0.19	140.23	6.11e-002	1.96e-002	261	15	-63.63	130.26	0.00	0.00	1.00	0.00	128.79	15.08	0.00	0.00	1.00	0.00	-1.23e-002	5.17e-003	0.00	0.00	1.00	0.00	1	4317	0
36	20:53:28	20:53:33	scan	0.62	0.19	129.64	5.68e-002	1.34e-002	261	15	47.81	107.66	0.00	0.00	1.00	0.00	67.88	12.46	0.00	0.00	1.00	0.00	-2.38e-003	4.27e-003	0.00	0.00	1.00	0.00	1	4312	0
39	20:53:34	20:53:38	scan	0.58	0.18	120.78	6.47e-002	1.80e-002	261	15	280.80	125.03	0.00	0.00	1.00	0.00	32.89	14.47	0.00	0.00	1.00	0.00	-8.15e-003	4.96e-003	0.00	0.00	1.00	0.00	1	4324	0
43	20:53:39	20:53:44	scan	0.54	0.18	110.30	7.86e-002	2.46e-002	261	15	435.81	146.13	0.00	0.00	1.00	0.00	-85.05	16.91	0.00	0.00	1.00	0.00	-1.22e-003	5.80e-003	0.00	0.00	1.00	0.00	1	4315	0
46	20:53:44	20:53:49	scan	0.49	0.17	99.16	7.72e-002	2.76e-002	261	15	923.29	154.72	0.00	0.00	1.00	0.00	-309.07	17.91	0.00	0.00	1.00	0.00	3.37e-003	6.14e-003	0.00	0.00	1.00	0.00	1	4317	0
50	20:53:50	20:53:54	scan	0.44	0.17	88.08	1.02e-001	4.34e-002	261	15	1070.81	193.93	0.00	0.00	1.00	0.00	-480.28	22.45	0.00	0.00	1.00	0.00	7.82e-004	7.70e-003	0.00	0.00	1.00	0.00	1	4317	0
54	20:53:55	20:54:00	scan	0.41	0.16	79.75	1.17e-001	6.14e-002	261	15	1365.94	230.66	0.00	0.00	1.00	0.00	-564.48	26.70	0.00	0.00	1.00	0.00	1.25e-002	9.15e-003	0.00	0.00	1.00	0.00	1	4310	0
57	20:54:00	20:54:05	scan	0.39	0.16	75.58	1.06e-001	6.61e-002	261	15	1301.08	239.40	0.00	0.00	1.00	0.00	-609.80	27.71	0.00	0.00	1.00	0.00	1.05e-002	9.50e-003	0.00	0.00	1.00	0.00	1	4314	0
61	20:54:06	20:54:10	scan	0.38	0.16	72.68	1.22e-001	7.38e-002	261	15	1545.05	252.91	0.00	0.00	1.00	0.00	-655.89	29.27	0.00	0.00	1.00	0.00	1.54e-002	1.00e-002	0.00	0.00	1.00	0.00	1	4311	0
64	20:54:11	20:54:16	scan	0.37	0.16	69.82	1.32e-001	7.45e-002	261	15	1443.01	254.06	0.00	0.00	1.00	0.00	-671.14	29.41	0.00	0.00	1.00	0.00	2.06e-002	1.01e-002	0.00	0.00	1.00	0.00	1	4316	0
68	20:54:16	20:54:21	scan	0.37	0.16	69.85	1.33e-001	8.14e-002	261	15	1463.16	265.58	0.00	0.00	1.00	0.00	-680.34	30.74	0.00	0.00	1.00	0.00	2.02e-002	1.05e-002	0.00	0.00	1.00	0.00	1	4315	0
72	20:54:22	20:54:26	scan	0.36	0.15	69.25	1.31e-001	8.91e-002	261	15	1706.47	277.84	0.00	0.00	1.00	0.00	-708.57	32.16	0.00	0.00	1.00	0.00	2.96e-002	1.10e-002	0.00	0.00	1.00	0.00	1	4310	0
75	20:54:27	20:54:32	scan	0.36	0.15	68.66	1.23e-001	8.78e-002	261	15	1596.09	275.91	0.00	0.00	1.00	0.00	-696.36	31.93	0.00	0.00	1.00	0.00	2.07e-002	1.09e-002	0.00	0.00	1.00	0.00	1	4312	0
79	20:54:32	20:54:37	scan	0.36	0.15	68.25	1.33e-001	8.94e-002	261	15	1688.70	278.39	0.00	0.00	1.00	0.00	-728.99	32.22	0.00	0.00	1.00	0.00	2.38e-002	1.10e-002	0.00	0.00	1.00	0.00	1	4310	0
82	20:54:38	20:54:42	scan	0.36	0.15	67.40	1.28e-001	8.99e-002	261	15	1718.21	279.17	0.00	0.00	1.00	0.00	-721.94	32.31	0.00	0.00	1.00	0.00	3.08e-002	1.11e-002	0.00	0.00	1.00	0.00	1	4306	0
86	20:54:43	20:54:48	scan	0.35	0.15	66.93	1.35e-001	9.01e-002	261	15	1593.70	279.48	0.00	0.00	1.00	0.00	-729.66	32.35	0.00	0.00	1.00	0.00	2.78e-002	1.11e-002	0.00	0.00	1.00	0.00	1	4315	0
90	20:54:48	20:54:53	scan	0.36	0.15	67.16	1.33e-001	9.12e-002	261	15	1696.73	281.17	0.00	0.00	1.00	0.00	-735.98	32.54	0.00	0.00	1.00	0.00	3.00e-002	1.12e-002	0.00	0.00	1.00	0.00	1	4309	0
</spectraldata>
